from	to	dataset	n	dpt	mlt
ZA	SE	locrisk468.1	3	treedater	FastTree
ZA	SE	locrisk468.2	3	treedater	FastTree
ZA	SE	locrisk468.3	3	treedater	FastTree
ZA	SE	locrisk527.1	3	treedater	FastTree
ZA	SE	locrisk527.2	3	treedater	FastTree
ZA	SE	locrisk527.3	3	treedater	FastTree
ZA	SE	locrisk574.1	3	treedater	FastTree
ZA	SE	locrisk574.2	3	treedater	FastTree
ZA	SE	locrisk574.3	3	treedater	FastTree
ZA	SO	locrisk260.2	1	treedater	FastTree
ZA	SO	locrisk260.3	1	treedater	FastTree
ZA	SO	locrisk378.2	1	treedater	FastTree
ZA	SO	locrisk468.3	1	treedater	FastTree
ZA	TH	locrisk260.1	1	treedater	FastTree
ZA	TH	locrisk260.2	1	treedater	FastTree
ZA	TH	locrisk260.3	1	treedater	FastTree
ZA	TH	locrisk378.1	1	treedater	FastTree
ZA	TH	locrisk378.3	1	treedater	FastTree
ZA	TH	locrisk468.1	1	treedater	FastTree
ZA	TH	locrisk468.2	1	treedater	FastTree
ZA	TH	locrisk527.1	1	treedater	FastTree
ZA	TH	locrisk527.2	1	treedater	FastTree
ZA	TH	locrisk527.3	1	treedater	FastTree
ZA	TZ	locrisk260.2	2	treedater	FastTree
ZA	TZ	locrisk260.3	2	treedater	FastTree
ZA	TZ	locrisk378.1	4	treedater	FastTree
ZA	TZ	locrisk378.2	4	treedater	FastTree
ZA	TZ	locrisk378.3	5	treedater	FastTree
ZA	TZ	locrisk468.1	4	treedater	FastTree
ZA	TZ	locrisk468.2	2	treedater	FastTree
ZA	TZ	locrisk468.3	6	treedater	FastTree
ZA	TZ	locrisk527.1	4	treedater	FastTree
ZA	TZ	locrisk527.2	4	treedater	FastTree
ZA	TZ	locrisk527.3	5	treedater	FastTree
ZA	TZ	locrisk574.1	3	treedater	FastTree
ZA	TZ	locrisk574.2	2	treedater	FastTree
ZA	TZ	locrisk574.3	2	treedater	FastTree
ZA	US	locrisk260.3	1	treedater	FastTree
ZA	US	locrisk378.3	1	treedater	FastTree
ZA	US	locrisk468.3	1	treedater	FastTree
ZA	US	locrisk527.1	1	treedater	FastTree
ZA	US	locrisk527.2	1	treedater	FastTree
ZA	US	locrisk527.3	1	treedater	FastTree
ZA	ZM	locrisk260.2	1	treedater	FastTree
ZA	ZM	locrisk260.3	5	treedater	FastTree
ZA	ZM	locrisk378.1	1	treedater	FastTree
ZA	ZM	locrisk378.2	7	treedater	FastTree
ZA	ZM	locrisk378.3	7	treedater	FastTree
ZA	ZM	locrisk468.1	3	treedater	FastTree
ZA	ZM	locrisk468.2	3	treedater	FastTree
ZA	ZM	locrisk468.3	7	treedater	FastTree
ZA	ZM	locrisk527.1	5	treedater	FastTree
ZA	ZM	locrisk527.2	5	treedater	FastTree
ZA	ZM	locrisk527.3	5	treedater	FastTree
ZA	ZM	locrisk574.1	2	treedater	FastTree
ZA	ZM	locrisk574.2	1	treedater	FastTree
ZA	ZM	locrisk574.3	2	treedater	FastTree
ZM	BW	locrisk260.1	5	treedater	FastTree
ZM	BW	locrisk260.2	7	treedater	FastTree
ZM	BW	locrisk260.3	4	treedater	FastTree
ZM	BW	locrisk378.1	9	treedater	FastTree
ZM	BW	locrisk378.2	8	treedater	FastTree
ZM	BW	locrisk378.3	3	treedater	FastTree
ZM	BW	locrisk468.1	3	treedater	FastTree
ZM	BW	locrisk468.2	9	treedater	FastTree
ZM	BW	locrisk468.3	5	treedater	FastTree
ZM	BW	locrisk527.1	8	treedater	FastTree
ZM	BW	locrisk527.2	7	treedater	FastTree
ZM	BW	locrisk527.3	4	treedater	FastTree
ZM	BW	locrisk574.1	10	treedater	FastTree
ZM	DE	locrisk260.1	1	treedater	FastTree
ZM	DE	locrisk260.2	1	treedater	FastTree
ZM	DE	locrisk378.1	1	treedater	FastTree
ZM	DK	locrisk260.2	1	treedater	FastTree
ZM	DK	locrisk468.2	1	treedater	FastTree
ZM	ES	locrisk260.1	3	treedater	FastTree
ZM	ES	locrisk260.2	3	treedater	FastTree
ZM	ES	locrisk260.3	1	treedater	FastTree
ZM	ES	locrisk378.1	3	treedater	FastTree
ZM	ES	locrisk378.2	1	treedater	FastTree
ZM	ES	locrisk378.3	1	treedater	FastTree
ZM	ES	locrisk468.1	1	treedater	FastTree
ZM	ES	locrisk468.2	1	treedater	FastTree
ZM	ES	locrisk468.3	1	treedater	FastTree
ZM	ES	locrisk527.1	3	treedater	FastTree
ZM	ES	locrisk527.2	1	treedater	FastTree
ZM	ES	locrisk527.3	1	treedater	FastTree
ZM	ES	locrisk574.1	3	treedater	FastTree
ZM	ES	locrisk574.2	2	treedater	FastTree
ZM	ET	locrisk574.1	1	treedater	FastTree
ZM	GE	locrisk260.1	1	treedater	FastTree
ZM	GE	locrisk260.2	1	treedater	FastTree
ZM	GE	locrisk260.3	1	treedater	FastTree
ZM	GE	locrisk378.1	1	treedater	FastTree
ZM	GE	locrisk378.2	1	treedater	FastTree
ZM	GE	locrisk378.3	1	treedater	FastTree
ZM	GE	locrisk468.1	1	treedater	FastTree
ZM	GE	locrisk468.2	1	treedater	FastTree
ZM	GE	locrisk468.3	1	treedater	FastTree
ZM	GE	locrisk527.2	1	treedater	FastTree
ZM	GE	locrisk574.1	1	treedater	FastTree
ZM	IN	locrisk260.1	2	treedater	FastTree
ZM	IN	locrisk260.2	2	treedater	FastTree
ZM	IN	locrisk378.1	2	treedater	FastTree
ZM	KE	locrisk260.1	1	treedater	FastTree
ZM	KE	locrisk260.2	1	treedater	FastTree
ZM	KE	locrisk260.3	1	treedater	FastTree
ZM	KE	locrisk378.1	1	treedater	FastTree
ZM	KE	locrisk378.2	1	treedater	FastTree
ZM	KE	locrisk378.3	1	treedater	FastTree
ZM	KE	locrisk468.1	1	treedater	FastTree
ZM	KE	locrisk468.2	1	treedater	FastTree
ZM	KE	locrisk468.3	1	treedater	FastTree
ZM	KE	locrisk527.1	1	treedater	FastTree
ZM	KE	locrisk527.2	1	treedater	FastTree
ZM	KE	locrisk527.3	1	treedater	FastTree
ZM	KE	locrisk574.1	1	treedater	FastTree
ZM	MW	locrisk260.1	5	treedater	FastTree
ZM	MW	locrisk260.2	7	treedater	FastTree
ZM	MW	locrisk260.3	6	treedater	FastTree
ZM	MW	locrisk378.1	9	treedater	FastTree
ZM	MW	locrisk378.2	7	treedater	FastTree
ZM	MW	locrisk378.3	7	treedater	FastTree
ZM	MW	locrisk468.1	7	treedater	FastTree
ZM	MW	locrisk468.2	6	treedater	FastTree
ZM	MW	locrisk468.3	8	treedater	FastTree
ZM	MW	locrisk527.1	5	treedater	FastTree
ZM	MW	locrisk527.2	8	treedater	FastTree
ZM	MW	locrisk527.3	8	treedater	FastTree
ZM	MW	locrisk574.1	8	treedater	FastTree
ZM	MW	locrisk574.3	1	treedater	FastTree
ZM	NG	locrisk260.2	1	treedater	FastTree
ZM	NG	locrisk468.1	1	treedater	FastTree
ZM	SE	locrisk260.1	6	treedater	FastTree
ZM	SE	locrisk260.2	6	treedater	FastTree
ZM	SE	locrisk260.3	4	treedater	FastTree
ZM	SE	locrisk378.1	8	treedater	FastTree
ZM	SE	locrisk378.2	5	treedater	FastTree
ZM	SE	locrisk378.3	5	treedater	FastTree
ZM	SE	locrisk468.1	5	treedater	FastTree
ZM	SE	locrisk468.2	6	treedater	FastTree
ZM	SE	locrisk468.3	5	treedater	FastTree
ZM	SE	locrisk527.1	5	treedater	FastTree
ZM	SE	locrisk527.2	6	treedater	FastTree
ZM	SE	locrisk527.3	4	treedater	FastTree
ZM	SE	locrisk574.1	5	treedater	FastTree
ZM	SE	locrisk574.2	1	treedater	FastTree
ZM	SE	locrisk574.3	1	treedater	FastTree
ZM	SN	locrisk260.1	1	treedater	FastTree
ZM	SN	locrisk260.2	1	treedater	FastTree
ZM	SN	locrisk260.3	1	treedater	FastTree
ZM	SN	locrisk378.1	1	treedater	FastTree
ZM	SN	locrisk378.2	1	treedater	FastTree
ZM	SN	locrisk378.3	1	treedater	FastTree
ZM	SN	locrisk468.1	1	treedater	FastTree
ZM	SN	locrisk468.2	1	treedater	FastTree
ZM	SN	locrisk468.3	1	treedater	FastTree
ZM	SN	locrisk527.1	1	treedater	FastTree
ZM	SN	locrisk527.2	1	treedater	FastTree
ZM	SN	locrisk527.3	1	treedater	FastTree
ZM	SN	locrisk574.1	1	treedater	FastTree
ZM	TZ	locrisk260.1	11	treedater	FastTree
ZM	TZ	locrisk260.2	8	treedater	FastTree
ZM	TZ	locrisk260.3	6	treedater	FastTree
ZM	TZ	locrisk378.1	11	treedater	FastTree
ZM	TZ	locrisk378.2	10	treedater	FastTree
ZM	TZ	locrisk378.3	8	treedater	FastTree
ZM	TZ	locrisk468.1	7	treedater	FastTree
ZM	TZ	locrisk468.2	14	treedater	FastTree
ZM	TZ	locrisk468.3	11	treedater	FastTree
ZM	TZ	locrisk527.1	11	treedater	FastTree
ZM	TZ	locrisk527.2	13	treedater	FastTree
ZM	TZ	locrisk527.3	10	treedater	FastTree
ZM	TZ	locrisk574.1	17	treedater	FastTree
ZM	TZ	locrisk574.2	2	treedater	FastTree
ZM	TZ	locrisk574.3	1	treedater	FastTree
ZM	US	locrisk260.1	1	treedater	FastTree
ZM	US	locrisk260.2	1	treedater	FastTree
ZM	US	locrisk378.1	1	treedater	FastTree
ZM	US	locrisk468.1	1	treedater	FastTree
ZM	US	locrisk574.1	1	treedater	FastTree
ZM	US	locrisk574.2	1	treedater	FastTree
ZM	ZA	locrisk260.1	13	treedater	FastTree
ZM	ZA	locrisk260.2	11	treedater	FastTree
ZM	ZA	locrisk260.3	5	treedater	FastTree
ZM	ZA	locrisk378.1	15	treedater	FastTree
ZM	ZA	locrisk378.2	9	treedater	FastTree
ZM	ZA	locrisk378.3	6	treedater	FastTree
ZM	ZA	locrisk468.1	7	treedater	FastTree
ZM	ZA	locrisk468.2	10	treedater	FastTree
ZM	ZA	locrisk468.3	6	treedater	FastTree
ZM	ZA	locrisk527.1	12	treedater	FastTree
ZM	ZA	locrisk527.2	13	treedater	FastTree
ZM	ZA	locrisk527.3	10	treedater	FastTree
ZM	ZA	locrisk574.1	15	treedater	FastTree
BR	AR	locrisk260.1	1	TreeTime	FastTree
BR	AR	locrisk260.2	1	TreeTime	FastTree
BR	AR	locrisk260.3	1	TreeTime	FastTree
BR	AR	locrisk378.1	1	TreeTime	FastTree
BR	AR	locrisk378.2	1	TreeTime	FastTree
BR	AR	locrisk378.3	1	TreeTime	FastTree
BR	AR	locrisk468.1	1	TreeTime	FastTree
BR	AR	locrisk468.2	1	TreeTime	FastTree
BR	AR	locrisk468.3	1	TreeTime	FastTree
BR	AR	locrisk527.1	1	TreeTime	FastTree
BR	AR	locrisk527.2	1	TreeTime	FastTree
BR	AR	locrisk527.3	1	TreeTime	FastTree
BR	AR	locrisk574.1	1	TreeTime	FastTree
BR	AR	locrisk574.2	1	TreeTime	FastTree
BR	AR	locrisk574.3	1	TreeTime	FastTree
BR	ES	locrisk260.1	1	TreeTime	FastTree
BR	ES	locrisk260.2	1	TreeTime	FastTree
BR	ES	locrisk260.3	1	TreeTime	FastTree
BR	ES	locrisk378.1	1	TreeTime	FastTree
BR	ES	locrisk378.2	1	TreeTime	FastTree
BR	ES	locrisk378.3	1	TreeTime	FastTree
BR	ES	locrisk468.1	1	TreeTime	FastTree
BR	ES	locrisk468.2	1	TreeTime	FastTree
BR	ES	locrisk468.3	1	TreeTime	FastTree
BR	ES	locrisk527.1	1	TreeTime	FastTree
BR	ES	locrisk527.2	1	TreeTime	FastTree
BR	ES	locrisk527.3	1	TreeTime	FastTree
BR	ES	locrisk574.1	1	TreeTime	FastTree
BR	ES	locrisk574.2	1	TreeTime	FastTree
BR	ES	locrisk574.3	1	TreeTime	FastTree
BR	UY	locrisk260.1	1	TreeTime	FastTree
BR	UY	locrisk260.2	1	TreeTime	FastTree
BR	UY	locrisk260.3	1	TreeTime	FastTree
BR	UY	locrisk378.1	1	TreeTime	FastTree
BR	UY	locrisk378.2	1	TreeTime	FastTree
BR	UY	locrisk378.3	1	TreeTime	FastTree
BR	UY	locrisk468.1	1	TreeTime	FastTree
BR	UY	locrisk468.2	1	TreeTime	FastTree
BR	UY	locrisk468.3	1	TreeTime	FastTree
BR	UY	locrisk527.1	1	TreeTime	FastTree
BR	UY	locrisk527.2	1	TreeTime	FastTree
BR	UY	locrisk527.3	1	TreeTime	FastTree
BR	UY	locrisk574.1	1	TreeTime	FastTree
BR	UY	locrisk574.2	1	TreeTime	FastTree
BR	UY	locrisk574.3	1	TreeTime	FastTree
BR	ZA	locrisk260.1	1	TreeTime	FastTree
BR	ZA	locrisk260.3	1	TreeTime	FastTree
BR	ZA	locrisk378.1	1	TreeTime	FastTree
BR	ZA	locrisk527.1	1	TreeTime	FastTree
BW	BG	locrisk574.3	1	TreeTime	FastTree
BW	DK	locrisk527.1	1	TreeTime	FastTree
BW	DK	locrisk527.3	1	TreeTime	FastTree
BW	DK	locrisk574.2	1	TreeTime	FastTree
BW	DK	locrisk574.3	1	TreeTime	FastTree
BW	ES	locrisk527.3	2	TreeTime	FastTree
BW	ES	locrisk574.3	4	TreeTime	FastTree
BW	GE	locrisk527.2	1	TreeTime	FastTree
BW	GE	locrisk527.3	1	TreeTime	FastTree
BW	GE	locrisk574.3	1	TreeTime	FastTree
BW	IN	locrisk574.2	1	TreeTime	FastTree
BW	KE	locrisk378.1	1	TreeTime	FastTree
BW	KE	locrisk378.3	1	TreeTime	FastTree
BW	KE	locrisk468.1	1	TreeTime	FastTree
BW	KE	locrisk468.3	1	TreeTime	FastTree
BW	KE	locrisk527.1	1	TreeTime	FastTree
BW	KE	locrisk527.2	1	TreeTime	FastTree
BW	KE	locrisk527.3	1	TreeTime	FastTree
BW	KE	locrisk574.1	1	TreeTime	FastTree
BW	KE	locrisk574.2	1	TreeTime	FastTree
BW	KE	locrisk574.3	1	TreeTime	FastTree
BW	MW	locrisk378.1	2	TreeTime	FastTree
BW	MW	locrisk378.2	1	TreeTime	FastTree
BW	MW	locrisk468.2	1	TreeTime	FastTree
BW	MW	locrisk527.1	2	TreeTime	FastTree
BW	MW	locrisk527.2	2	TreeTime	FastTree
BW	MW	locrisk527.3	4	TreeTime	FastTree
BW	MW	locrisk574.1	2	TreeTime	FastTree
BW	MW	locrisk574.2	2	TreeTime	FastTree
BW	MW	locrisk574.3	14	TreeTime	FastTree
BW	SE	locrisk574.3	4	TreeTime	FastTree
BW	SN	locrisk574.3	1	TreeTime	FastTree
BW	SO	locrisk378.1	1	TreeTime	FastTree
BW	SO	locrisk468.1	1	TreeTime	FastTree
BW	SO	locrisk527.1	1	TreeTime	FastTree
BW	SO	locrisk527.3	1	TreeTime	FastTree
BW	SO	locrisk574.1	1	TreeTime	FastTree
BW	SO	locrisk574.3	1	TreeTime	FastTree
BW	TH	locrisk574.3	1	TreeTime	FastTree
BW	TZ	locrisk378.1	2	TreeTime	FastTree
BW	TZ	locrisk527.1	4	TreeTime	FastTree
BW	TZ	locrisk527.3	4	TreeTime	FastTree
BW	TZ	locrisk574.2	4	TreeTime	FastTree
BW	TZ	locrisk574.3	15	TreeTime	FastTree
BW	US	locrisk574.3	1	TreeTime	FastTree
BW	ZA	locrisk260.2	1	TreeTime	FastTree
BW	ZA	locrisk378.1	6	TreeTime	FastTree
BW	ZA	locrisk378.2	2	TreeTime	FastTree
BW	ZA	locrisk468.1	2	TreeTime	FastTree
BW	ZA	locrisk468.2	5	TreeTime	FastTree
BW	ZA	locrisk468.3	3	TreeTime	FastTree
BW	ZA	locrisk527.1	5	TreeTime	FastTree
BW	ZA	locrisk527.2	3	TreeTime	FastTree
BW	ZA	locrisk527.3	7	TreeTime	FastTree
BW	ZA	locrisk574.1	3	TreeTime	FastTree
BW	ZA	locrisk574.2	17	TreeTime	FastTree
BW	ZA	locrisk574.3	25	TreeTime	FastTree
BW	ZM	locrisk468.1	1	TreeTime	FastTree
BW	ZM	locrisk468.2	1	TreeTime	FastTree
BW	ZM	locrisk468.3	1	TreeTime	FastTree
BW	ZM	locrisk527.1	4	TreeTime	FastTree
BW	ZM	locrisk527.2	3	TreeTime	FastTree
BW	ZM	locrisk527.3	5	TreeTime	FastTree
BW	ZM	locrisk574.1	1	TreeTime	FastTree
BW	ZM	locrisk574.2	7	TreeTime	FastTree
BW	ZM	locrisk574.3	23	TreeTime	FastTree
CN	MM	locrisk260.3	1	TreeTime	FastTree
CN	MM	locrisk378.3	1	TreeTime	FastTree
CN	MM	locrisk527.2	1	TreeTime	FastTree
CN	MM	locrisk574.1	1	TreeTime	FastTree
CN	SE	locrisk378.3	1	TreeTime	FastTree
CN	SE	locrisk527.1	1	TreeTime	FastTree
CN	SE	locrisk527.2	1	TreeTime	FastTree
CN	SE	locrisk574.1	1	TreeTime	FastTree
ES	NG	locrisk260.1	1	TreeTime	FastTree
ES	NG	locrisk260.2	1	TreeTime	FastTree
ES	NG	locrisk260.3	1	TreeTime	FastTree
ES	NG	locrisk378.1	1	TreeTime	FastTree
ES	NG	locrisk378.2	1	TreeTime	FastTree
ES	NG	locrisk378.3	1	TreeTime	FastTree
ES	NG	locrisk468.1	1	TreeTime	FastTree
ES	NG	locrisk468.2	1	TreeTime	FastTree
ES	NG	locrisk468.3	1	TreeTime	FastTree
ES	NG	locrisk527.1	1	TreeTime	FastTree
ES	NG	locrisk527.2	1	TreeTime	FastTree
ES	NG	locrisk527.3	1	TreeTime	FastTree
ES	NG	locrisk574.1	1	TreeTime	FastTree
ES	NG	locrisk574.2	1	TreeTime	FastTree
ES	NG	locrisk574.3	1	TreeTime	FastTree
ES	ZA	locrisk574.2	1	TreeTime	FastTree
ET	IL	locrisk574.1	1	TreeTime	FastTree
ET	SE	locrisk574.1	1	TreeTime	FastTree
ET	US	locrisk260.1	1	TreeTime	FastTree
ET	US	locrisk260.2	1	TreeTime	FastTree
ET	US	locrisk260.3	1	TreeTime	FastTree
ET	US	locrisk378.1	1	TreeTime	FastTree
ET	US	locrisk378.2	1	TreeTime	FastTree
ET	US	locrisk378.3	1	TreeTime	FastTree
ET	US	locrisk468.1	1	TreeTime	FastTree
ET	US	locrisk468.2	1	TreeTime	FastTree
ET	US	locrisk468.3	1	TreeTime	FastTree
ET	US	locrisk527.1	1	TreeTime	FastTree
ET	US	locrisk527.2	1	TreeTime	FastTree
ET	US	locrisk527.3	1	TreeTime	FastTree
ET	US	locrisk574.1	1	TreeTime	FastTree
ET	US	locrisk574.2	1	TreeTime	FastTree
ET	US	locrisk574.3	1	TreeTime	FastTree
IN	BE	locrisk260.1	1	TreeTime	FastTree
IN	BE	locrisk260.2	1	TreeTime	FastTree
IN	BE	locrisk260.3	1	TreeTime	FastTree
IN	BE	locrisk378.1	1	TreeTime	FastTree
IN	BE	locrisk378.2	1	TreeTime	FastTree
IN	BE	locrisk378.3	1	TreeTime	FastTree
IN	BE	locrisk468.1	1	TreeTime	FastTree
IN	BE	locrisk468.2	1	TreeTime	FastTree
IN	BE	locrisk468.3	1	TreeTime	FastTree
IN	BE	locrisk527.1	1	TreeTime	FastTree
IN	BE	locrisk527.2	1	TreeTime	FastTree
IN	BE	locrisk527.3	1	TreeTime	FastTree
IN	BE	locrisk574.1	1	TreeTime	FastTree
IN	BE	locrisk574.2	1	TreeTime	FastTree
IN	BE	locrisk574.3	1	TreeTime	FastTree
IN	CN	locrisk260.1	2	TreeTime	FastTree
IN	CN	locrisk260.2	2	TreeTime	FastTree
IN	CN	locrisk260.3	2	TreeTime	FastTree
IN	CN	locrisk378.1	2	TreeTime	FastTree
IN	CN	locrisk378.2	2	TreeTime	FastTree
IN	CN	locrisk378.3	1	TreeTime	FastTree
IN	CN	locrisk468.1	2	TreeTime	FastTree
IN	CN	locrisk468.2	2	TreeTime	FastTree
IN	CN	locrisk468.3	2	TreeTime	FastTree
IN	CN	locrisk527.1	2	TreeTime	FastTree
IN	CN	locrisk527.2	1	TreeTime	FastTree
IN	CN	locrisk527.3	2	TreeTime	FastTree
IN	CN	locrisk574.1	1	TreeTime	FastTree
IN	CN	locrisk574.2	2	TreeTime	FastTree
IN	CN	locrisk574.3	2	TreeTime	FastTree
IN	MM	locrisk260.1	1	TreeTime	FastTree
IN	MM	locrisk260.2	1	TreeTime	FastTree
IN	MM	locrisk378.1	1	TreeTime	FastTree
IN	MM	locrisk378.2	1	TreeTime	FastTree
IN	MM	locrisk468.1	1	TreeTime	FastTree
IN	MM	locrisk468.2	1	TreeTime	FastTree
IN	MM	locrisk468.3	1	TreeTime	FastTree
IN	MM	locrisk527.1	1	TreeTime	FastTree
IN	MM	locrisk527.3	1	TreeTime	FastTree
IN	MM	locrisk574.2	1	TreeTime	FastTree
IN	MM	locrisk574.3	1	TreeTime	FastTree
IN	NP	locrisk260.1	1	TreeTime	FastTree
IN	NP	locrisk260.2	1	TreeTime	FastTree
IN	NP	locrisk260.3	1	TreeTime	FastTree
IN	NP	locrisk378.1	1	TreeTime	FastTree
IN	NP	locrisk378.2	1	TreeTime	FastTree
IN	NP	locrisk378.3	1	TreeTime	FastTree
IN	NP	locrisk468.1	1	TreeTime	FastTree
IN	NP	locrisk468.2	1	TreeTime	FastTree
IN	NP	locrisk468.3	1	TreeTime	FastTree
IN	NP	locrisk527.1	1	TreeTime	FastTree
IN	NP	locrisk527.2	1	TreeTime	FastTree
IN	NP	locrisk527.3	1	TreeTime	FastTree
IN	NP	locrisk574.1	1	TreeTime	FastTree
IN	NP	locrisk574.2	1	TreeTime	FastTree
IN	NP	locrisk574.3	1	TreeTime	FastTree
IN	PK	locrisk260.2	1	TreeTime	FastTree
IN	PK	locrisk260.3	1	TreeTime	FastTree
IN	PK	locrisk378.1	1	TreeTime	FastTree
IN	PK	locrisk378.2	1	TreeTime	FastTree
IN	PK	locrisk378.3	1	TreeTime	FastTree
IN	PK	locrisk468.1	1	TreeTime	FastTree
IN	PK	locrisk468.2	1	TreeTime	FastTree
IN	PK	locrisk468.3	1	TreeTime	FastTree
IN	PK	locrisk527.1	1	TreeTime	FastTree
IN	PK	locrisk527.2	1	TreeTime	FastTree
IN	PK	locrisk527.3	1	TreeTime	FastTree
IN	PK	locrisk574.1	1	TreeTime	FastTree
IN	PK	locrisk574.2	1	TreeTime	FastTree
IN	PK	locrisk574.3	1	TreeTime	FastTree
IN	SE	locrisk260.3	1	TreeTime	FastTree
IN	SE	locrisk378.1	2	TreeTime	FastTree
IN	SE	locrisk378.2	2	TreeTime	FastTree
IN	SE	locrisk378.3	1	TreeTime	FastTree
IN	SE	locrisk468.1	2	TreeTime	FastTree
IN	SE	locrisk468.2	2	TreeTime	FastTree
IN	SE	locrisk468.3	2	TreeTime	FastTree
IN	SE	locrisk527.1	1	TreeTime	FastTree
IN	SE	locrisk527.2	1	TreeTime	FastTree
IN	SE	locrisk527.3	2	TreeTime	FastTree
IN	SE	locrisk574.1	1	TreeTime	FastTree
IN	SE	locrisk574.2	2	TreeTime	FastTree
IN	SE	locrisk574.3	2	TreeTime	FastTree
KE	BR	locrisk260.1	1	TreeTime	FastTree
KE	TZ	locrisk260.1	1	TreeTime	FastTree
KE	TZ	locrisk260.2	1	TreeTime	FastTree
KE	TZ	locrisk260.3	1	TreeTime	FastTree
KE	TZ	locrisk378.1	1	TreeTime	FastTree
KE	TZ	locrisk527.1	1	TreeTime	FastTree
MW	BG	locrisk468.3	1	TreeTime	FastTree
MW	BG	locrisk574.1	1	TreeTime	FastTree
MW	BG	locrisk574.2	1	TreeTime	FastTree
MW	BW	locrisk260.1	1	TreeTime	FastTree
MW	BW	locrisk378.3	1	TreeTime	FastTree
MW	BW	locrisk468.3	1	TreeTime	FastTree
MW	BW	locrisk574.1	1	TreeTime	FastTree
MW	BW	locrisk574.2	2	TreeTime	FastTree
MW	ES	locrisk574.2	1	TreeTime	FastTree
MW	TH	locrisk378.2	1	TreeTime	FastTree
MW	TH	locrisk468.3	1	TreeTime	FastTree
MW	TH	locrisk574.1	1	TreeTime	FastTree
MW	TH	locrisk574.2	1	TreeTime	FastTree
MW	TZ	locrisk378.2	1	TreeTime	FastTree
MW	TZ	locrisk468.2	1	TreeTime	FastTree
MW	US	locrisk378.2	1	TreeTime	FastTree
MW	US	locrisk468.2	1	TreeTime	FastTree
MW	ZA	locrisk260.1	1	TreeTime	FastTree
MW	ZA	locrisk260.2	1	TreeTime	FastTree
MW	ZA	locrisk260.3	1	TreeTime	FastTree
MW	ZA	locrisk468.2	1	TreeTime	FastTree
MW	ZA	locrisk468.3	1	TreeTime	FastTree
MW	ZA	locrisk527.2	1	TreeTime	FastTree
MW	ZA	locrisk574.1	4	TreeTime	FastTree
MW	ZA	locrisk574.2	5	TreeTime	FastTree
MW	ZM	locrisk378.2	1	TreeTime	FastTree
MW	ZM	locrisk468.2	1	TreeTime	FastTree
MW	ZM	locrisk574.2	1	TreeTime	FastTree
NP	IN	locrisk260.1	1	TreeTime	FastTree
NP	IN	locrisk260.2	1	TreeTime	FastTree
NP	IN	locrisk260.3	1	TreeTime	FastTree
NP	IN	locrisk378.1	1	TreeTime	FastTree
NP	IN	locrisk378.2	1	TreeTime	FastTree
NP	IN	locrisk378.3	1	TreeTime	FastTree
NP	IN	locrisk468.1	1	TreeTime	FastTree
NP	IN	locrisk468.2	1	TreeTime	FastTree
NP	IN	locrisk468.3	1	TreeTime	FastTree
NP	IN	locrisk527.1	1	TreeTime	FastTree
NP	IN	locrisk527.2	1	TreeTime	FastTree
NP	IN	locrisk527.3	1	TreeTime	FastTree
NP	IN	locrisk574.1	1	TreeTime	FastTree
NP	IN	locrisk574.2	1	TreeTime	FastTree
NP	IN	locrisk574.3	1	TreeTime	FastTree
SE	BR	locrisk260.2	1	TreeTime	FastTree
SE	BR	locrisk260.3	1	TreeTime	FastTree
SE	BR	locrisk378.1	1	TreeTime	FastTree
SE	BR	locrisk378.2	1	TreeTime	FastTree
SE	BR	locrisk378.3	1	TreeTime	FastTree
SE	BR	locrisk468.1	1	TreeTime	FastTree
SE	BR	locrisk468.2	1	TreeTime	FastTree
SE	BR	locrisk468.3	1	TreeTime	FastTree
SE	BR	locrisk527.1	1	TreeTime	FastTree
SE	BR	locrisk527.2	1	TreeTime	FastTree
SE	BR	locrisk527.3	1	TreeTime	FastTree
SE	BR	locrisk574.1	1	TreeTime	FastTree
SE	BR	locrisk574.2	1	TreeTime	FastTree
SE	BR	locrisk574.3	1	TreeTime	FastTree
SE	BW	locrisk260.3	1	TreeTime	FastTree
SE	BW	locrisk378.3	1	TreeTime	FastTree
SE	ET	locrisk260.1	3	TreeTime	FastTree
SE	ET	locrisk260.2	3	TreeTime	FastTree
SE	ET	locrisk260.3	3	TreeTime	FastTree
SE	ET	locrisk378.1	5	TreeTime	FastTree
SE	ET	locrisk378.2	5	TreeTime	FastTree
SE	ET	locrisk378.3	5	TreeTime	FastTree
SE	ET	locrisk468.1	7	TreeTime	FastTree
SE	ET	locrisk468.2	7	TreeTime	FastTree
SE	ET	locrisk468.3	7	TreeTime	FastTree
SE	ET	locrisk527.1	9	TreeTime	FastTree
SE	ET	locrisk527.2	9	TreeTime	FastTree
SE	ET	locrisk527.3	9	TreeTime	FastTree
SE	ET	locrisk574.1	8	TreeTime	FastTree
SE	ET	locrisk574.2	11	TreeTime	FastTree
SE	ET	locrisk574.3	11	TreeTime	FastTree
SE	IL	locrisk260.1	4	TreeTime	FastTree
SE	IL	locrisk260.2	4	TreeTime	FastTree
SE	IL	locrisk260.3	4	TreeTime	FastTree
SE	IL	locrisk378.1	5	TreeTime	FastTree
SE	IL	locrisk378.2	5	TreeTime	FastTree
SE	IL	locrisk378.3	5	TreeTime	FastTree
SE	IL	locrisk468.1	5	TreeTime	FastTree
SE	IL	locrisk468.2	5	TreeTime	FastTree
